sample_name	box	host_subject_id	tube_id	cage_id	condition	collection_timepoint	dob	dod	host_age	host_age_units	collection_disease_stage	cohort	dam	sire	mouse_strain	sex	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_taxid	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	sample_type	scientific_name	taxon_id	title	NASH_score	NASH_category
12B.H1	3	12B	12B_1	STZ_12	NA	ZT5	11.24.20	04.26.21	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12R.H1	3	12R	12R_1	STZ_12	NA	ZT5	1920.11.22	1921.04.27	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.H2	3	6LL	6LL_2	STZ_6	FT	ZT9	11.22.20	04.26.21	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.H2	3	7L	7L_2	STZ_7	FA	ZT9	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.H2	3	7N	7N_2	STZ_7	FA	ZT9	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.H2	3	8L	8L_2	STZ_8	FA	ZT9	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.H2	3	8N	8N_2	STZ_8	FA	ZT9	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.H2	3	9aL	9aL_2	STZ_9a	FA	ZT9	11.20.20	04.26.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.H2	3	9bN	9bN_2	STZ_9b	NA	ZT9	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bB.H2	3	9bB	9bB_2	STZ_9b	NA	ZT9	2020.11.24	2021.04.26	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.H2	3	11B	11B_2	STZ_11	NA	ZT9	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.H2	3	11L	11L_2	STZ_11	NA	ZT9	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.H2	3	12B	12B_2	STZ_12	NA	ZT9	11.24.20	04.26.21	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12R.H2	3	12R	12R_2	STZ_12	NA	ZT9	2020.11.22	2021.04.27	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
4B.H3	3	4B	4B_3	STZ_4b	FT	ZT13	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.H3	3	5L	5L_3	STZ_5	FT	ZT13	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.H3	3	6LL	6LL_3	STZ_6	FT	ZT13	11.22.20	04.26.21	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6R.H3	3	6R	6R_3	STZ_6	FT	ZT13	11.20.20	04.27.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.H3	3	10N	10N_3	STZ_10	FT	ZT13	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.H3	3	7L	7L_3	STZ_7	FA	ZT13	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.H3	4	7N	7N_3	STZ_7	FA	ZT13	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.H3	4	8L	8L_3	STZ_8	FA	ZT13	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.H3	4	8N	8N_3	STZ_8	FA	ZT13	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.H3	4	9aL	9aL_3	STZ_9a	FA	ZT13	11.20.20	04.26.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.H3	4	9aR	9aR_3	STZ_9a	FA	ZT13	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.H3	4	9bN	9bN_3	STZ_9b	NA	ZT13	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bB.H3	4	9bB	9bB_3	STZ_9b	NA	ZT13	2020.11.24	2021.04.26	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.H3	4	11B	11B_3	STZ_11	NA	ZT13	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.H3	4	11L	11L_3	STZ_11	NA	ZT13	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.H3	4	12B	12B_3	STZ_12	NA	ZT13	11.24.20	04.26.21	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12R.H3	4	12R	12R_3	STZ_12	NA	ZT13	2020.11.22	2021.04.27	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
3L.H4	4	3L	3L_4	STZ_3	FT	ZT17	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
4B.H4	4	4B	4B_4	STZ_4b	FT	ZT17	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.H4	4	5L	5L_4	STZ_5	FT	ZT17	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.H4	4	6LL	6LL_4	STZ_6	FT	ZT17	11.22.20	04.26.21	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6R.H4	4	6R	6R_4	STZ_6	FT	ZT17	11.20.20	04.27.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.H4	4	10N	10N_4	STZ_10	FT	ZT17	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.H4	4	7L	7L_4	STZ_7	FA	ZT17	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.H4	4	7N	7N_4	STZ_7	FA	ZT17	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.H4	4	8L	8L_4	STZ_8	FA	ZT17	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.H4	4	8N	8N_4	STZ_8	FA	ZT17	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.H4	4	9aL	9aL_4	STZ_9a	FA	ZT17	11.20.20	04.26.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.H4	4	9aR	9aR_4	STZ_9a	FA	ZT17	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.H4	4	9bN	9bN_4	STZ_9b	NA	ZT17	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bB.H4	4	9bB	9bB_4	STZ_9b	NA	ZT17	2020.11.24	2021.04.26	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.H4	4	11B	11B_4	STZ_11	NA	ZT17	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.H4	4	11L	11L_4	STZ_11	NA	ZT17	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.H4	4	12B	12B_4	STZ_12	NA	ZT17	11.24.20	04.26.21	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12R.H4	4	12R	12R_4	STZ_12	NA	ZT17	2020.11.22	2021.04.27	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
3L.H5	4	3L	3L_5	STZ_3	FT	ZT21	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
4B.H5	4	4B	4B_5	STZ_4b	FT	ZT21	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.H5	4	5L	5L_5	STZ_5	FT	ZT21	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.H5	4	6LL	6LL_5	STZ_6	FT	ZT21	11.22.20	04.26.21	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6R.H5	4	6R	6R_5	STZ_6	FT	ZT21	11.20.20	04.27.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.H5	4	10N	10N_5	STZ_10	FT	ZT21	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.H5	4	7L	7L_5	STZ_7	FA	ZT21	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
